model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
X5,2012,Automatic,94000,Diesel,300,37.7,3.0,15900
Z4,2020,Semi-Auto,100,Petrol,150,38.7,2.0,30990
3 Series,2019,Automatic,8426,Petrol,145,34.9,3.0,39590
3 Series,2017,Semi-Auto,28740,Diesel,200,49.6,3.0,26475
1 Series,2015,Manual,17846,Petrol,300,35.3,3.0,16314
1 Series,2019,Manual,7565,Petrol,145,53.3,1.5,15199
X6,2017,Semi-Auto,3550,Diesel,150,44.8,3.0,35990
X4,2015,Semi-Auto,8732,Diesel,205,47.9,3.0,26332
5 Series,2014,Automatic,59000,Diesel,125,57.6,2.0,13990
5 Series,2017,Semi-Auto,14563,Diesel,145,65.7,2.0,22695
X5,2013,Automatic,43000,Diesel,305,38.2,3.0,19948
3 Series,2019,Automatic,6500,Diesel,145,52.3,2.0,30888
2 Series,2019,Manual,10250,Petrol,145,42.2,1.5,18480
4 Series,2015,Manual,25510,Petrol,160,46.3,2.0,13950
X6,2019,Semi-Auto,7200,Diesel,145,33.2,3.0,64900
X3,2018,Semi-Auto,10488,Diesel,145,48.7,3.0,32340
X3,2019,Automatic,4726,Diesel,145,54.3,2.0,31449
X1,2019,Automatic,9784,Diesel,145,60.1,2.0,24850
5 Series,2019,Semi-Auto,10191,Hybrid,135,156.9,2.0,30450
3 Series,2016,Semi-Auto,31250,Diesel,165,51.4,3.0,22000
X4,2015,Manual,70601,Diesel,160,52.3,2.0,17399
2 Series,2016,Manual,31000,Petrol,260,36.2,3.0,17495
M4,2017,Semi-Auto,25777,Petrol,145,34.0,3.0,33450
X1,2013,Automatic,49599,Diesel,160,52.3,2.0,11056
X2,2020,Semi-Auto,5000,Diesel,145,47.9,2.0,28999
X3,2019,Semi-Auto,4647,Diesel,145,54.3,2.0,31980
5 Series,2018,Semi-Auto,15032,Diesel,145,68.9,2.0,24498
3 Series,2019,Manual,4753,Diesel,145,64.2,2.0,24990
4 Series,2019,Semi-Auto,2924,Petrol,145,48.7,2.0,24785
5 Series,2019,Semi-Auto,8324,Diesel,145,65.7,2.0,26350
4 Series,2019,Semi-Auto,2129,Petrol,145,45.6,2.0,23995
i3,2016,Automatic,59945,Hybrid,0,470.8,0.0,14900
4 Series,2016,Automatic,41553,Diesel,160,50.4,3.0,19500
7 Series,2019,Semi-Auto,7780,Petrol,145,34.5,3.0,47990
5 Series,2016,Automatic,79234,Diesel,20,67.3,2.0,12199
Z4,2019,Automatic,467,Petrol,145,38.7,2.0,32970
4 Series,2015,Manual,44748,Diesel,145,53.3,2.0,13500
4 Series,2016,Automatic,30040,Diesel,160,50.4,3.0,20999
5 Series,2018,Automatic,21947,Diesel,150,68.9,2.0,21950
4 Series,2019,Semi-Auto,7350,Petrol,145,48.7,2.0,26190
3 Series,2016,Automatic,25431,Hybrid,0,134.5,2.0,18299
3 Series,2016,Automatic,64590,Hybrid,0,148.7,2.0,13695
3 Series,2019,Semi-Auto,5568,Petrol,150,42.2,2.0,28998
X1,2020,Semi-Auto,562,Diesel,145,60.1,2.0,35040
3 Series,2016,Manual,39313,Diesel,30,62.8,2.0,11200
2 Series,2017,Semi-Auto,26335,Diesel,145,64.2,2.0,16498
5 Series,2019,Semi-Auto,1000,Diesel,145,60.1,2.0,30995
X6,2016,Automatic,38494,Diesel,200,47.1,3.0,29980
X2,2019,Semi-Auto,5282,Petrol,150,39.8,2.0,28551
1 Series,2015,Manual,48258,Diesel,30,65.7,2.0,9700
3 Series,2016,Automatic,55100,Diesel,145,54.3,3.0,13800
4 Series,2016,Manual,17309,Diesel,30,62.8,2.0,16730
X3,2019,Semi-Auto,9250,Diesel,150,48.7,3.0,37495
X3,2019,Semi-Auto,11,Petrol,145,31.4,2.0,31995
3 Series,2013,Automatic,83944,Diesel,125,60.1,2.0,9200
4 Series,2016,Automatic,16955,Diesel,145,53.3,3.0,20499
6 Series,2014,Automatic,59295,Diesel,160,49.6,3.0,16500
3 Series,2015,Semi-Auto,31915,Diesel,145,53.3,3.0,16998
2 Series,2016,Semi-Auto,43911,Diesel,145,55.4,2.0,15950
1 Series,2014,Automatic,53436,Diesel,30,64.2,2.0,10670
1 Series,2014,Manual,10503,Petrol,145,50.4,1.6,12800
i3,2015,Automatic,79830,Hybrid,0,470.8,0.0,12500
2 Series,2019,Manual,5076,Petrol,145,52.3,1.5,19970
4 Series,2015,Automatic,17006,Petrol,235,38.2,3.0,21000
2 Series,2017,Semi-Auto,14612,Petrol,145,38.2,3.0,20499
2 Series,2019,Automatic,5809,Diesel,145,51.4,2.0,19490
X3,2016,Automatic,35121,Diesel,145,54.3,2.0,21990
3 Series,2017,Semi-Auto,24701,Diesel,30,62.8,2.0,19450
5 Series,2015,Semi-Auto,29719,Diesel,20,68.9,2.0,13980
1 Series,2016,Manual,42000,Petrol,125,53.3,1.5,9490
4 Series,2019,Semi-Auto,16616,Diesel,145,65.7,2.0,21998
3 Series,2017,Automatic,14500,Hybrid,0,134.5,2.0,20499
2 Series,2019,Manual,999,Petrol,145,42.2,1.5,22995
2 Series,2017,Semi-Auto,15630,Diesel,145,62.8,2.0,17990
2 Series,2018,Semi-Auto,11056,Diesel,145,64.2,2.0,17630
X5,2016,Automatic,20000,Petrol,570,25.4,4.4,40950
X3,2015,Automatic,130000,Diesel,145,54.3,2.0,10991
1 Series,2017,Manual,40160,Diesel,30,62.8,2.0,12800
4 Series,2019,Automatic,999,Petrol,145,45.6,2.0,34590
3 Series,2016,Automatic,72390,Hybrid,0,148.7,2.0,12295
6 Series,2019,Semi-Auto,4028,Diesel,145,42.2,2.0,41980
5 Series,2013,Automatic,76290,Diesel,145,55.4,2.0,11295
3 Series,2019,Semi-Auto,13994,Petrol,145,42.2,2.0,27490
2 Series,2019,Manual,5587,Petrol,145,52.3,1.5,21980
1 Series,2010,Automatic,75000,Diesel,165,52.3,2.0,7450
X2,2019,Semi-Auto,5313,Diesel,145,48.7,2.0,28955
X4,2017,Automatic,13200,Diesel,145,47.9,3.0,26400
X1,2017,Automatic,25683,Diesel,150,57.6,2.0,18500
5 Series,2019,Automatic,13000,Petrol,145,47.9,2.0,28999
X5,2019,Automatic,6891,Diesel,145,37.7,3.0,46996
2 Series,2015,Semi-Auto,36000,Petrol,265,37.2,3.0,17490
5 Series,2019,Semi-Auto,6110,Diesel,145,65.7,2.0,26790
X1,2016,Semi-Auto,33049,Diesel,125,57.6,2.0,18101
5 Series,2019,Semi-Auto,3905,Diesel,145,55.4,2.0,27875
X4,2017,Automatic,44397,Diesel,200,47.1,3.0,24100
X5,2016,Automatic,27851,Diesel,205,47.1,3.0,32499
2 Series,2019,Semi-Auto,2144,Petrol,145,50.4,1.5,22875
X2,2019,Semi-Auto,650,Petrol,145,39.2,2.0,31991
1 Series,2019,Manual,3559,Petrol,145,44.1,1.5,23771
1 Series,2013,Manual,77419,Diesel,125,60.1,2.0,7888
X1,2014,Automatic,68000,Diesel,145,56.5,2.0,9990
5 Series,2018,Semi-Auto,9671,Petrol,145,39.2,3.0,30500
5 Series,2019,Semi-Auto,4237,Petrol,145,50.4,2.0,26400
X1,2019,Manual,5234,Diesel,145,68.9,2.0,30920
1 Series,2013,Manual,32097,Petrol,145,50.4,1.6,10999
4 Series,2017,Automatic,19834,Diesel,145,65.7,2.0,16900
1 Series,2016,Semi-Auto,27402,Petrol,150,47.9,2.0,16490
2 Series,2017,Automatic,69241,Diesel,125,60.1,2.0,14299
3 Series,2019,Automatic,2258,Diesel,145,62.8,2.0,25888
X1,2017,Automatic,43147,Diesel,145,57.6,2.0,18300
2 Series,2020,Manual,980,Petrol,145,43.5,1.5,31590
5 Series,2020,Semi-Auto,9,Petrol,150,50.4,2.0,29000
X5,2019,Semi-Auto,5311,Diesel,145,37.7,3.0,47990
3 Series,2006,Automatic,20000,Petrol,540,28.8,2.2,14500
X3,2014,Automatic,106870,Diesel,150,54.3,2.0,13999
X1,2016,Manual,20737,Diesel,125,60.1,2.0,16000
i3,2017,Automatic,41146,Hybrid,0,470.8,0.0,19998
4 Series,2019,Semi-Auto,10,Petrol,145,48.7,2.0,29995
X5,2017,Automatic,11261,Diesel,145,42.8,3.0,37500
X1,2016,Manual,12370,Diesel,125,58.9,2.0,18795
3 Series,2016,Manual,88192,Diesel,30,65.7,2.0,11099
i3,2017,Automatic,20321,Electric,135,470.8,0.0,18999
X1,2019,Semi-Auto,8140,Petrol,145,35.3,2.0,26690
3 Series,2017,Manual,28796,Petrol,125,45.6,2.0,16220
X2,2019,Automatic,123,Diesel,145,48.7,2.0,29770
X3,2014,Automatic,35000,Diesel,160,50.4,2.0,15995
i8,2018,Automatic,13909,Hybrid,135,134.5,1.5,55485
1 Series,2017,Semi-Auto,47110,Diesel,0,78.5,1.5,11498
4 Series,2017,Automatic,18295,Petrol,145,48.7,2.0,17100
3 Series,2020,Semi-Auto,2000,Diesel,145,47.9,3.0,40000
2 Series,2015,Automatic,20452,Diesel,20,68.9,2.0,12400
M4,2020,Semi-Auto,2000,Petrol,145,32.5,3.0,51000
5 Series,2017,Semi-Auto,30109,Diesel,150,65.7,2.0,22000
1 Series,2019,Automatic,123,Diesel,145,48.7,2.0,32060
5 Series,2017,Semi-Auto,12725,Diesel,145,68.9,2.0,20498
3 Series,2016,Automatic,44000,Diesel,30,62.8,2.0,15490
3 Series,2019,Semi-Auto,8319,Diesel,145,48.7,2.0,27298
X1,2016,Automatic,13505,Diesel,125,57.6,2.0,18797
1 Series,2015,Manual,59496,Diesel,0,83.1,1.5,8800
1 Series,2016,Automatic,54013,Diesel,30,62.8,2.0,13235
2 Series,2020,Semi-Auto,10,Petrol,150,42.2,1.5,20480
2 Series,2020,Automatic,5746,Petrol,150,42.2,1.5,19500
4 Series,2017,Semi-Auto,19221,Diesel,145,65.7,2.0,20385
X1,2017,Semi-Auto,30872,Diesel,145,57.6,2.0,18995
3 Series,2013,Manual,32122,Petrol,145,47.9,1.6,9500
1 Series,2012,Manual,71842,Diesel,30,62.8,2.0,7149
1 Series,2017,Manual,25491,Diesel,150,68.9,2.0,13495
X3,2016,Automatic,83354,Diesel,145,54.3,2.0,14299
3 Series,2017,Manual,34588,Diesel,145,64.2,2.0,15890
4 Series,2019,Semi-Auto,8592,Diesel,145,65.7,2.0,25000
X5,2019,Automatic,4553,Petrol,145,27.2,3.0,48836
1 Series,2016,Automatic,25786,Diesel,0,74.3,2.0,12100
4 Series,2016,Manual,43052,Diesel,30,62.8,2.0,14495
3 Series,2015,Manual,56038,Diesel,20,68.9,2.0,9750
5 Series,2015,Automatic,101030,Diesel,20,68.9,2.0,10295
2 Series,2016,Automatic,62140,Hybrid,0,141.2,1.5,13500
2 Series,2016,Semi-Auto,12662,Petrol,125,50.4,2.0,14995
X6,2020,Semi-Auto,3955,Diesel,145,34.9,3.0,57990
1 Series,2018,Semi-Auto,19062,Diesel,150,44.1,2.0,15291
X1,2017,Manual,31518,Diesel,145,60.1,2.0,14800
5 Series,2019,Semi-Auto,11675,Diesel,145,56.5,3.0,30998
4 Series,2016,Semi-Auto,33766,Petrol,200,41.5,3.0,22652
X1,2016,Semi-Auto,18713,Diesel,150,55.4,2.0,17900
2 Series,2019,Automatic,29,Diesel,145,51.4,2.0,24995
5 Series,2018,Semi-Auto,18327,Diesel,145,60.1,3.0,27990
2 Series,2019,Semi-Auto,5558,Petrol,150,50.4,2.0,22475
8 Series,2019,Semi-Auto,88,Petrol,145,24.4,4.4,88980
X2,2019,Automatic,9401,Diesel,145,58.9,2.0,28988
3 Series,2016,Automatic,28000,Diesel,30,64.2,2.0,17750
1 Series,2016,Manual,52647,Diesel,30,65.7,2.0,12950
3 Series,2019,Semi-Auto,11010,Diesel,145,54.3,2.0,23222
3 Series,2016,Semi-Auto,63162,Diesel,0,74.3,2.0,12495
X1,2017,Automatic,3209,Petrol,160,44.8,2.0,22698
1 Series,2016,Automatic,46704,Petrol,205,39.8,3.0,17950
3 Series,2019,Semi-Auto,10142,Diesel,145,55.4,2.0,22382
4 Series,2019,Semi-Auto,3989,Petrol,145,45.6,2.0,26450
4 Series,2014,Automatic,58488,Diesel,160,50.4,3.0,16399
1 Series,2015,Manual,31900,Diesel,30,62.8,2.0,14644
3 Series,2016,Manual,34484,Diesel,125,58.9,2.0,15750
M4,2019,Semi-Auto,3452,Petrol,150,34.0,3.0,53995
X5,2019,Automatic,123,Diesel,145,36.7,3.0,48090
2 Series,2018,Automatic,6079,Diesel,145,51.4,2.0,17500
3 Series,2013,Manual,67000,Diesel,20,68.9,2.0,8995
1 Series,2018,Manual,12139,Petrol,150,36.2,3.0,23491
1 Series,2019,Semi-Auto,3660,Petrol,145,40.4,1.5,26990
X5,2020,Automatic,5000,Hybrid,135,188.3,3.0,63995
3 Series,2018,Automatic,11499,Diesel,145,62.8,2.0,20706
1 Series,2016,Manual,30341,Diesel,20,72.4,1.5,10950
8 Series,2019,Semi-Auto,1135,Diesel,145,40.4,3.0,58940
3 Series,2019,Semi-Auto,12,Diesel,145,64.2,2.0,24440
5 Series,2016,Automatic,62444,Diesel,125,60.1,2.0,13500
Z4,2020,Automatic,101,Petrol,145,38.7,2.0,28500
2 Series,2016,Semi-Auto,26182,Petrol,260,37.2,3.0,21211
X3,2019,Semi-Auto,4125,Diesel,145,54.3,2.0,32450
X4,2019,Automatic,7555,Diesel,145,40.9,3.0,47541
5 Series,2017,Automatic,21687,Diesel,145,53.3,3.0,22980
3 Series,2019,Automatic,12143,Diesel,145,52.3,2.0,29999
X2,2019,Semi-Auto,9467,Diesel,145,50.4,2.0,25450
3 Series,2017,Semi-Auto,30835,Diesel,145,70.6,2.0,16490
2 Series,2017,Manual,9885,Petrol,145,36.2,3.0,20740
4 Series,2018,Semi-Auto,13368,Petrol,145,48.7,2.0,19500
3 Series,2019,Semi-Auto,10200,Petrol,145,41.5,2.0,26484
4 Series,2019,Semi-Auto,10535,Diesel,145,65.7,2.0,24775
6 Series,2017,Semi-Auto,21083,Diesel,145,51.4,3.0,27500
X3,2019,Automatic,9701,Diesel,145,48.7,3.0,36750
1 Series,2015,Manual,39000,Petrol,30,56.5,1.5,8990
X5,2019,Semi-Auto,3252,Diesel,145,37.7,3.0,49490
5 Series,2019,Semi-Auto,3816,Diesel,145,62.8,2.0,28500
X3,2016,Semi-Auto,31839,Diesel,145,54.3,2.0,23875
Z4,2012,Manual,49289,Petrol,200,41.5,2.0,10199
1 Series,2015,Manual,61676,Diesel,20,70.6,2.0,10690
1 Series,2015,Manual,30000,Diesel,20,70.6,1.5,10490
3 Series,2019,Semi-Auto,12288,Petrol,150,47.9,2.0,23685
2 Series,2019,Semi-Auto,8027,Petrol,145,38.2,3.0,29975
3 Series,2014,Automatic,75083,Diesel,20,68.9,2.0,9500
1 Series,2016,Automatic,54075,Diesel,20,70.6,2.0,11495
X3,2019,Automatic,3252,Petrol,150,30.4,2.0,35000
M4,2017,Semi-Auto,23250,Petrol,300,34.0,3.0,34995
6 Series,2018,Semi-Auto,21525,Diesel,145,49.6,3.0,28495
2 Series,2020,Semi-Auto,1743,Petrol,150,50.4,1.5,23990
3 Series,2015,Semi-Auto,59936,Diesel,125,58.9,2.0,13798
5 Series,2016,Automatic,69736,Diesel,30,62.8,2.0,12400
M4,2019,Automatic,123,Petrol,145,34.0,3.0,41490
2 Series,2018,Semi-Auto,16132,Diesel,150,64.2,2.0,16932
i8,2018,Automatic,11278,Hybrid,135,134.5,1.5,57870
5 Series,2014,Automatic,59239,Diesel,150,55.4,2.0,12700
X3,2019,Automatic,6314,Diesel,145,54.3,2.0,31826
3 Series,2005,Automatic,63000,Diesel,260,42.2,2.0,5678
3 Series,2017,Automatic,52716,Diesel,145,70.6,2.0,13499
1 Series,2009,Manual,120000,Diesel,30,62.8,2.0,2995
3 Series,2010,Automatic,118000,Petrol,260,35.8,3.0,5999
3 Series,2020,Manual,16,Diesel,145,56.5,2.0,23990
3 Series,2017,Automatic,72065,Diesel,20,70.6,2.0,12450
1 Series,2016,Manual,49199,Diesel,0,83.1,1.5,10200
1 Series,2009,Automatic,103735,Petrol,205,44.1,1.6,3500
X3,2016,Semi-Auto,42379,Diesel,145,54.3,2.0,19950
5 Series,2013,Semi-Auto,83380,Diesel,125,57.6,2.0,10495
1 Series,2015,Automatic,31384,Diesel,30,65.7,2.0,12950
2 Series,2020,Automatic,1968,Petrol,145,50.4,2.0,23985
3 Series,2016,Semi-Auto,25145,Diesel,160,51.4,3.0,20878
1 Series,2017,Manual,14232,Petrol,125,53.3,1.5,13700
5 Series,2015,Automatic,92428,Diesel,30,62.8,2.0,11399
3 Series,2019,Semi-Auto,4327,Diesel,145,53.3,3.0,26750
X1,2016,Manual,52226,Diesel,20,68.9,2.0,13700
3 Series,2016,Automatic,23114,Diesel,145,53.3,3.0,16600
1 Series,2015,Manual,48534,Diesel,20,72.4,1.5,9750
X6,2016,Semi-Auto,32711,Diesel,200,47.1,3.0,26990
X2,2019,Automatic,4804,Petrol,145,34.0,2.0,31980
X5,2019,Semi-Auto,1606,Hybrid,135,188.3,3.0,69995
3 Series,2015,Semi-Auto,34500,Petrol,160,46.3,2.0,15100
5 Series,2017,Semi-Auto,40910,Diesel,145,65.7,2.0,20900
2 Series,2019,Semi-Auto,7532,Petrol,145,50.4,2.0,20980
1 Series,2015,Automatic,32840,Petrol,125,50.4,1.6,11995
4 Series,2019,Automatic,5865,Petrol,145,48.7,2.0,23270
2 Series,2020,Automatic,3890,Petrol,145,36.2,2.0,37989
1 Series,2015,Manual,40560,Diesel,125,57.6,2.0,11711
X5,2019,Semi-Auto,9450,Diesel,145,37.7,3.0,45000
X4,2016,Manual,23553,Diesel,160,52.3,2.0,19999
1 Series,2015,Manual,55018,Diesel,20,65.7,2.0,9834
3 Series,2019,Automatic,123,Diesel,145,50.4,2.0,34280
X3,2017,Automatic,23389,Diesel,150,54.3,2.0,24390
3 Series,2017,Automatic,24599,Diesel,150,62.8,2.0,18000
5 Series,2015,Automatic,79315,Diesel,30,62.8,2.0,12450
X3,2019,Semi-Auto,4169,Petrol,145,30.4,2.0,35215
1 Series,2015,Manual,61296,Diesel,30,65.7,2.0,10200
X3,2012,Automatic,62335,Diesel,160,50.4,2.0,10800
1 Series,2016,Manual,18644,Diesel,0,78.5,1.5,11799
3 Series,2019,Semi-Auto,7759,Petrol,145,42.2,2.0,27980
4 Series,2019,Automatic,1510,Petrol,145,48.7,2.0,25949
1 Series,2015,Manual,43834,Diesel,20,72.4,1.5,9985
3 Series,2014,Automatic,31028,Petrol,200,43.5,2.0,12523
X1,2019,Semi-Auto,8785,Diesel,145,50.4,2.0,26490
X5,2019,Semi-Auto,10175,Diesel,145,37.7,3.0,43956
3 Series,2019,Semi-Auto,8114,Diesel,145,48.7,2.0,28450
3 Series,2019,Semi-Auto,5761,Diesel,150,55.4,2.0,21898
1 Series,2016,Manual,24516,Diesel,20,72.4,1.5,12121
3 Series,2019,Semi-Auto,8680,Hybrid,135,8.8,2.0,33999
3 Series,2019,Semi-Auto,1489,Petrol,145,47.9,2.0,23980
2 Series,2018,Manual,19571,Petrol,145,52.3,1.5,17722
2 Series,2019,Manual,1000,Petrol,145,52.3,1.5,20980
2 Series,2019,Semi-Auto,2801,Petrol,145,47.9,2.0,23290
X5,2014,Automatic,84512,Diesel,205,47.9,2.0,18998
X3,2019,Semi-Auto,5651,Diesel,145,36.7,3.0,41450
X6,2020,Semi-Auto,3000,Diesel,145,34.9,3.0,59989
5 Series,2019,Automatic,99,Hybrid,135,156.9,2.0,34500
2 Series,2018,Semi-Auto,3960,Petrol,145,32.5,3.0,25990
X1,2013,Manual,67932,Diesel,165,51.4,2.0,8562
X3,2019,Automatic,123,Diesel,145,54.3,2.0,38330
7 Series,2012,Automatic,66294,Diesel,160,50.4,3.0,12500
5 Series,2019,Semi-Auto,5171,Diesel,150,65.7,2.0,27980
1 Series,2016,Manual,41621,Diesel,30,65.7,2.0,12199
1 Series,2019,Automatic,11153,Petrol,145,55.5,1.5,15989
2 Series,2016,Semi-Auto,35292,Diesel,125,61.4,2.0,13950
X3,2017,Automatic,55780,Diesel,150,54.3,2.0,19980
i3,2017,Automatic,10900,Hybrid,140,470.8,0.0,21500
3 Series,2017,Automatic,5000,Diesel,150,51.4,3.0,24950
3 Series,2017,Semi-Auto,17735,Petrol,150,48.7,2.0,19495
4 Series,2019,Automatic,5806,Diesel,145,51.4,3.0,39891
5 Series,2019,Semi-Auto,11567,Hybrid,135,156.9,2.0,35995
5 Series,2020,Semi-Auto,11,Hybrid,145,49.6,2.0,32995
X2,2020,Semi-Auto,2095,Petrol,145,40.4,2.0,26450
X5,2019,Semi-Auto,6413,Diesel,145,37.7,3.0,47975
3 Series,2019,Semi-Auto,3655,Diesel,150,52.3,2.0,25950
X5,2014,Automatic,59307,Diesel,160,50.4,2.0,18400
3 Series,2019,Semi-Auto,8190,Diesel,145,48.7,2.0,29250
7 Series,2019,Automatic,339,Petrol,145,34.5,3.0,47980
1 Series,2012,Manual,93000,Diesel,30,62.8,2.0,6500
4 Series,2019,Automatic,10,Petrol,145,45.6,2.0,34995
2 Series,2019,Manual,3347,Diesel,145,61.4,2.0,21480
i3,2014,Automatic,42479,Hybrid,0,470.8,0.0,15450
1 Series,2016,Manual,49761,Diesel,0,83.1,1.5,10989
5 Series,2016,Automatic,28217,Diesel,30,62.8,2.0,15250
X6,2019,Automatic,3000,Petrol,145,26.4,3.0,64690
X1,2017,Semi-Auto,27720,Diesel,125,57.6,2.0,18898
6 Series,2017,Semi-Auto,6245,Diesel,145,51.4,3.0,27197
X7,2019,Automatic,5203,Petrol,145,24.8,3.0,68898
3 Series,2019,Semi-Auto,9632,Diesel,145,49.6,2.0,35998
X3,2016,Automatic,41000,Diesel,150,54.3,2.0,19995
X1,2014,Semi-Auto,49445,Diesel,150,56.5,2.0,12991
5 Series,2017,Automatic,59069,Diesel,30,68.9,2.0,15995
4 Series,2019,Semi-Auto,7292,Diesel,145,58.9,2.0,26550
2 Series,2019,Semi-Auto,8452,Diesel,145,61.4,2.0,23980
2 Series,2018,Semi-Auto,4172,Petrol,145,47.9,2.0,20380
2 Series,2015,Manual,13000,Petrol,300,34.9,3.0,17480
X1,2018,Manual,15209,Diesel,145,52.3,2.0,19300
X3,2019,Semi-Auto,13570,Diesel,150,54.3,2.0,31551
3 Series,2016,Automatic,50318,Diesel,30,67.3,2.0,11750
4 Series,2019,Semi-Auto,4642,Petrol,145,45.6,2.0,24750
X6,2019,Semi-Auto,1629,Diesel,145,34.9,3.0,61895
4 Series,2018,Manual,11648,Petrol,150,43.5,2.0,21991
4 Series,2015,Automatic,20454,Petrol,260,37.2,3.0,22995
2 Series,2015,Manual,41388,Diesel,20,74.3,1.5,11495
4 Series,2019,Semi-Auto,1893,Diesel,145,60.1,2.0,24995
X5,2019,Semi-Auto,6170,Diesel,145,37.7,3.0,49000
3 Series,2013,Manual,9276,Petrol,160,44.8,2.0,12822
3 Series,2016,Semi-Auto,40417,Diesel,125,60.1,2.0,15510
3 Series,2020,Semi-Auto,5656,Diesel,150,48.7,2.0,30850
5 Series,2013,Semi-Auto,60611,Diesel,125,60.1,2.0,10750
X1,2016,Manual,31327,Diesel,125,58.9,2.0,17000
4 Series,2019,Semi-Auto,5000,Petrol,145,48.7,2.0,28898
2 Series,2017,Automatic,17931,Diesel,30,67.3,2.0,15499
5 Series,2019,Automatic,4859,Petrol,145,29.1,3.0,39480
X1,2014,Automatic,28375,Diesel,160,52.3,2.0,12702
X3,2015,Semi-Auto,28416,Diesel,150,54.3,2.0,20950
6 Series,2017,Automatic,27828,Diesel,200,49.6,3.0,20500
4 Series,2016,Automatic,54055,Diesel,125,60.1,2.0,15399
4 Series,2018,Semi-Auto,4038,Petrol,150,45.6,2.0,21500
4 Series,2020,Semi-Auto,10,Petrol,145,44.8,2.0,48155
5 Series,2019,Automatic,5800,Hybrid,145,49.6,2.0,30290
1 Series,2020,Manual,6262,Petrol,145,44.1,1.5,20490
3 Series,2016,Automatic,30333,Hybrid,0,134.5,2.0,18599
X2,2019,Automatic,3740,Petrol,145,34.0,2.0,31970
X3,2015,Automatic,33000,Diesel,145,54.3,2.0,20500
5 Series,2019,Semi-Auto,4043,Diesel,145,60.1,2.0,29950
X1,2019,Automatic,9849,Diesel,145,60.1,2.0,24950
1 Series,2016,Manual,17787,Petrol,125,52.3,1.5,13553
3 Series,2017,Semi-Auto,28600,Diesel,145,51.4,3.0,22950
1 Series,2017,Semi-Auto,39681,Petrol,200,39.8,3.0,19761
X3,2014,Semi-Auto,54075,Diesel,145,54.3,2.0,17495
5 Series,2013,Semi-Auto,87457,Diesel,145,56.5,2.0,10000
4 Series,2016,Semi-Auto,21660,Petrol,160,45.6,2.0,19742
1 Series,2018,Automatic,20819,Petrol,150,39.8,3.0,20800
1 Series,2012,Manual,63635,Diesel,30,62.8,2.0,7995
X3,2017,Semi-Auto,19817,Diesel,145,54.3,2.0,25950
7 Series,2020,Semi-Auto,3301,Diesel,145,41.5,3.0,57980
2 Series,2017,Semi-Auto,5000,Petrol,125,53.3,1.5,16999
4 Series,2016,Manual,26031,Diesel,30,62.8,2.0,17499
5 Series,2019,Semi-Auto,7998,Petrol,145,50.4,2.0,40985
2 Series,2018,Automatic,13077,Petrol,145,47.9,2.0,19240
2 Series,2017,Manual,23541,Diesel,20,68.9,1.5,13998
4 Series,2019,Semi-Auto,4025,Diesel,145,50.4,3.0,32000
4 Series,2018,Semi-Auto,10948,Diesel,145,60.1,2.0,22000
X7,2019,Semi-Auto,2137,Diesel,145,33.6,3.0,62990
3 Series,2019,Semi-Auto,5983,Petrol,145,47.9,2.0,26480
5 Series,2017,Automatic,34640,Diesel,145,60.1,3.0,25176
2 Series,2017,Manual,22397,Petrol,125,52.3,1.5,12700
2 Series,2019,Manual,123,Diesel,145,61.4,2.0,21858
3 Series,2017,Automatic,17521,Diesel,145,53.3,3.0,20498
3 Series,2018,Manual,14875,Petrol,145,47.9,2.0,19999
X1,2018,Automatic,7000,Diesel,145,60.1,2.0,20950
3 Series,2018,Semi-Auto,12008,Petrol,145,48.7,2.0,21690
5 Series,2016,Automatic,33476,Diesel,20,68.9,2.0,15000
2 Series,2019,Semi-Auto,682,Petrol,145,47.9,2.0,22990
1 Series,2017,Manual,16000,Diesel,145,72.4,1.5,11490
4 Series,2020,Semi-Auto,11,Diesel,145,50.4,3.0,36000
5 Series,2015,Semi-Auto,34250,Diesel,30,62.8,2.0,16990
5 Series,2019,Semi-Auto,6187,Petrol,145,37.7,3.0,44190
4 Series,2019,Automatic,123,Diesel,145,60.1,2.0,30766
4 Series,2019,Automatic,123,Petrol,145,48.7,2.0,28088
1 Series,2018,Semi-Auto,11690,Diesel,145,45.6,2.0,17390
2 Series,2018,Semi-Auto,3764,Petrol,145,53.3,1.5,19000
2 Series,2018,Semi-Auto,1100,Diesel,145,67.3,2.0,18991
X1,2016,Semi-Auto,15605,Diesel,125,60.1,2.0,19000
X1,2016,Semi-Auto,29959,Diesel,145,55.4,2.0,19497
1 Series,2014,Manual,44514,Petrol,305,35.3,3.0,15000
5 Series,2017,Automatic,69110,Diesel,125,60.1,2.0,13900
1 Series,2019,Semi-Auto,7796,Petrol,145,47.9,2.0,21480
3 Series,2017,Semi-Auto,34634,Diesel,150,53.3,3.0,19995
2 Series,2018,Semi-Auto,10206,Petrol,145,50.4,1.5,19950
4 Series,2015,Semi-Auto,66453,Diesel,30,65.7,2.0,14282
X5,2016,Automatic,31525,Diesel,235,42.8,3.0,36602
X2,2019,Automatic,2920,Diesel,150,58.9,2.0,28000
1 Series,2019,Automatic,999,Diesel,145,51.4,2.0,27888
4 Series,2016,Automatic,77969,Diesel,20,70.6,2.0,12200
3 Series,2015,Manual,52338,Diesel,30,64.2,2.0,12950
